Manufacturer,Model,Nationality,Derivative,Doors,Engine Size,OTR,12 month 12k miles Part-Ex,24 month 24k miles Part-Ex,36 month 36k miles Part-Ex,48 month 48k miles  Part-Ex,12month 12k miles % of OTR,24 month 24k miles % of OTR,36 month 36k miles % of OTR,3YR % Depreciation,48 month 48k miles % of OTR
Mazda,2 (2007-),Italy,5Dr Hatchback 1.5 102 EU5 Tamura SNav Auto4,5,1.5,13395,9075.00,7475.00,6150.00,5250.00,0.6775,0.558,0.4591,,0.3919
Mazda,2 (2007-),Italy,5Dr Hatchback 1.3 84 EU5 Sport Venture,5,1.3,13395,9450.00,7775.00,6375.00,5450.00,0.7055,0.5804,0.4759,,0.4069
Kia,Rio (2011-),South Korea,5Dr Hatchback 1.1 CRDi EcoDynamics DPF SS 74 EU5 VR7 6Spd,5,1.1,13395,9775.00,7975.00,6500.00,5500.00,0.7297,0.5954,0.4853,,0.4106
Skoda,Fabia (2010-),Czech,5Dr Estate 1.2 TSi 86 EU5 SE,5,1.2,13400,8550.00,7025.00,5775.00,4925.00,0.6381,0.5243,0.431,,0.3675
Fiat,500 (2008-),Italy/USA,3Dr Hatchback 1.2 8V SS 69 EU5 GQ,3,1.2,13410,8275.00,6800.00,5600.00,4775.00,0.6171,0.5071,0.4176,,0.3561
Seat,Ibiza (2012-),Spanish,5Dr Hatchback 1.4 16V 85 EU5 Toca,5,1.4,13420,8600.00,7075.00,5800.00,4950.00,0.6408,0.5272,0.4322,,0.3689
Toyota,Yaris (2011-),Japan,5Dr Hatchback 1.0 VVTi 69 EU5 Icon Plus,5,1.0,13420,9475.00,7800.00,6400.00,5450.00,0.706,0.5812,0.4769,,0.4061
Nissan,Juke (2014-),Japan,5Dr SUV 1.6 94 EU5 Visia,5,1.6,13420,10350.00,8500.00,6975.00,5950.00,0.7712,0.6334,0.5197,,0.4434
Suzuki,Swift (2013-),Japan,3Dr Hatchback 1.2 94 EU5 SZ4,3,1.2,13439,8250.00,6800.00,5575.00,4750.00,0.6139,0.506,0.4148,,0.3534
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.2 16V ecoFLEX SS 70 EU5 Glam Technical,3,1.2,13440,8050.00,6625.00,5425.00,4650.00,0.599,0.4929,0.4036,,0.346
Ford,Fiesta (2012-),USA,3Dr Hatchback 1.0 SS 80 EU5 Zetec,3,1.0,13445,8000.00,6550.00,5325.00,4525.00,0.595,0.4872,0.3961,,0.3366
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.2 16V ecoFLEX SS 70 EU5 Slam,3,1.2,13445,8075.00,6650.00,5450.00,4650.00,0.6006,0.4946,0.4054,,0.3459
Renault,Clio (2012-),France,5Dr Hatchback 0.9TCe ECO SS 90 EU5 Expression +,5,0.9,13445,8275.00,6800.00,5600.00,4775.00,0.6155,0.5058,0.4165,,0.3552
Peugeot,208 (2012-),France,3Dr Hatchback 1.2 VTi 82 EU5 Style,3,1.2,13445,8375.00,6875.00,5650.00,4825.00,0.6229,0.5113,0.4202,,0.3589
Vauxhall,Corsa (2011-),Britain,5Dr Hatchback 1.3 CDTi ecoFLEX DPF SS 95 EU5 Design,5,1.3,13445,9800.00,8050.00,6625.00,5650.00,0.7289,0.5987,0.4927,,0.4202
Vauxhall,Corsa (2011-),Britain,5Dr Hatchback 1.3 CDTi ecoFLEX DPF SS 75 EU5 Design AC,5,1.3,13450,8550.00,7025.00,5775.00,4925.00,0.6357,0.5223,0.4294,,0.3662
Mini,Mini (2007-),Britain,3Dr Hatchback 1.6 98 EU6 One 6Spd,3,1.6,13460,10200.00,8375.00,6875.00,5875.00,0.7578,0.6222,0.5108,,0.4365
Toyota,iQ (2009-),Japan,3Dr Hatchback 1.0 VVTi 68 2 SNav Leather,3,1.0,13465,8400.00,6900.00,5675.00,4850.00,0.6238,0.5124,0.4215,,0.3602
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V 87 EU5 Glam Technical,3,1.4,13470,8225.00,6750.00,5575.00,4725.00,0.6106,0.5011,0.4139,,0.3508
Hyundai,ix20 (2010-),South Korea,5Dr MPV 1.4 89 EU5 Active,5,1.4,13470,8325.00,6850.00,5625.00,4800.00,0.618,0.5085,0.4176,,0.3563
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V 87 EU5 Slam,3,1.4,13475,8300.00,6800.00,5600.00,4775.00,0.616,0.5046,0.4156,,0.3544
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V ecoFLEX SS 100 EU5 Jam Extreme,3,1.4,13490,7575.00,6225.00,5125.00,4375.00,0.5615,0.4615,0.3799,,0.3243
Nissan,Note (2013-),Japan,5Dr MPV 1.2 12V SS 80 EU5 Acenta,5,1.2,13495,8350.00,6850.00,5625.00,4800.00,0.6187,0.5076,0.4168,,0.3557
Kia,Venga (2010-),South Korea,5Dr Hatchback 1.4 EcoDynamics SS 89 EU5 2,5,1.4,13495,8475.00,6950.00,5725.00,4875.00,0.628,0.515,0.4242,,0.3612
Nissan,Note (2013-),Japan,5Dr MPV 1.2 12V SS 80 EU5 Acenta Style Pack,5,1.2,13495,8525.00,7000.00,5750.00,4900.00,0.6317,0.5187,0.4261,,0.3631
Dacia,Duster (2012-),Romania,5Dr SUV 1.5dCi DPF 110 EU5 Laureate 6Spd,5,1.5,13495,9900.00,8225.00,6825.00,5900.00,0.7336,0.6095,0.5057,,0.4372
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V 100 EU5 Glam,3,1.4,13500,8075.00,6650.00,5450.00,4650.00,0.5981,0.4926,0.4037,,0.3444
Fiat,500 CC (2009-),Italy/USA,2Dr Convertible 1.2 8V SS 69 EU5 Colour Therapy,2,1.2,13510,9700.00,8000.00,6550.00,5625.00,0.718,0.5922,0.4848,,0.4164
Vauxhall,Corsa (2011-),Britain,3Dr Hatchback 1.2 16V 85 EU5 SXi,3,1.2,13520,7275.00,5950.00,4900.00,4200.00,0.5381,0.4401,0.3624,,0.3107
Volkswagen,Polo (2014-),Germany,3Dr Hatchback 1.0 BlueMotion Tech SS 60 EU6 SE Design,3,1.0,13535,9250.00,7625.00,6250.00,5325.00,0.6834,0.5634,0.4618,,0.3934
Honda,Jazz (2011-),Japan,5Dr Hatchback 1.2 i-VTEC EU5 90 S-T AC,5,1.2,13540,8850.00,7250.00,5950.00,5100.00,0.6536,0.5355,0.4394,,0.3767
Ford,Fiesta (2012-),USA,5Dr Hatchback 1.25 82 EU5 Zetec,5,1.2,13545,8000.00,6550.00,5325.00,4525.00,0.5906,0.4836,0.3931,,0.3341
Vauxhall,Agila (2008-),Britain,5Dr MPV 1.2 VVT 94 SE Auto4,5,1.2,13555,7825.00,6425.00,5275.00,4525.00,0.5773,0.474,0.3892,,0.3338
Fiat,500 (2008-),Italy/USA,3Dr Hatchback 0.9 TwinAir SS 105 EU6 Lounge,3,0.9,13560,9025.00,7400.00,6075.00,5200.00,0.6656,0.5457,0.448,,0.3835
Vauxhall,Corsa (2011-),Britain,3Dr Hatchback 1.3 CDTi ecoFLEX DPF 75 S,3,1.3,13570,8025.00,6600.00,5400.00,4625.00,0.5914,0.4864,0.3979,,0.3408
Skoda,Roomster (2009-),Czech,5Dr MPV 1.2 12V 69 EU5 SE,5,1.2,13575,6725.00,5550.00,4550.00,3875.00,0.4954,0.4088,0.3352,,0.2855
Volkswagen,Polo (2014-),Germany,3Dr Hatchback 1.2 TSI BlueMotion Tech SS 90 EU6 SE,3,1.2,13580,9875.00,8150.00,6675.00,5700.00,0.7272,0.6001,0.4915,,0.4197
Vauxhall,Corsa (2011-),Britain,5Dr Hatchback 1.0 12V ecoFLEX 65 EU5 Energy AC,5,1.0,13590,7275.00,5950.00,4900.00,4200.00,0.5353,0.4378,0.3606,,0.3091
Volkswagen,Polo (2014-),Germany,5Dr Hatchback 1.4 TDI CR BlueMotion Tech DPF SS 75 EU6 SE,5,1.4,13590,11300.00,9300.00,7650.00,6525.00,0.8315,0.6843,0.5629,,0.4801
Hyundai,i20 (2012-),South Korea,5Dr Hatchback 1.4 CRDi Blue Drive DPF SS 90 EU5 Active 6Spd,5,1.4,13595,8700.00,7150.00,5850.00,5025.00,0.6399,0.5259,0.4303,,0.3696
Kia,Soul (2011-),South Korea,5Dr Hatchback 1.6 GDI 138 EU5 2 6Spd,5,1.6,13605,9525.00,7825.00,6425.00,5475.00,0.7001,0.5752,0.4723,,0.4024
Vauxhall,Corsa (2011-),Britain,5Dr Hatchback 1.2 16V 85 EU5 Energy,5,1.2,13630,7550.00,6225.00,5100.00,4350.00,0.5539,0.4567,0.3742,,0.3191
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.2 16V ecoFLEX SS 70 EU5 Glam Style,3,1.2,13640,7950.00,6550.00,5350.00,4575.00,0.5828,0.4802,0.3922,,0.3354
Fiat,Panda (2012-),Italy/USA,5Dr Hatchback 1.3 Multijet DPF SS 75 EU5 Trekking,5,1.3,13645,7900.00,6500.00,5325.00,4575.00,0.579,0.4764,0.3903,,0.3353
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.2 16V 70 EU5 Slam Technical,3,1.2,13645,8425.00,6950.00,5700.00,4850.00,0.6174,0.5093,0.4177,,0.3554
Hyundai,ix20 (2010-),South Korea,5Dr MPV 1.4 CRDI DPF 89 EU5 Classic 6Spd,5,1.4,13645,8775.00,7225.00,5925.00,5075.00,0.6431,0.5295,0.4342,,0.3719
Peugeot,208 (2012-),France,5Dr Hatchback 1.4 HDi FAP 70 EU5 Access+,5,1.4,13645,9375.00,7700.00,6325.00,5400.00,0.6871,0.5643,0.4635,,0.3957
Fiat,Punto (2012-),Italy/USA,3Dr Hatchback 1.3 Multijet DPF SS 85 EU5 Easy,3,1.3,13650,7550.00,6225.00,5100.00,4350.00,0.5531,0.456,0.3736,,0.3187
Nissan,Micra (2013-),Japan,5Dr Hatchback 1.2 12V 80 EU5 Acenta Limited Edition SNav CVT Auto,5,1.2,13650,8000.00,6550.00,5400.00,4625.00,0.5861,0.4799,0.3956,,0.3388
Citroen,C3 (2013-),France,5Dr Hatchback 1.2 VTi 82 EU5 Selection,5,1.2,13660,8975.00,7375.00,6075.00,5175.00,0.657,0.5399,0.4447,,0.3788
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V 87 EU5 Glam Style,3,1.4,13670,8175.00,6700.00,5500.00,4700.00,0.598,0.4901,0.4023,,0.3438
Ford,Fiesta (2012-),USA,3Dr Hatchback 1.5TDCi DPF 75 EU5 Style,3,1.5,13695,8275.00,6750.00,5500.00,4675.00,0.6042,0.4929,0.4016,,0.3414
Peugeot,Bipper Tepee (2009-),France,5Dr MPV 1.3 HDi FAP 75 EU5 Style,5,1.3,13695,8525.00,7000.00,5750.00,4925.00,0.6225,0.5111,0.4199,,0.3596
Kia,Venga (2010-),South Korea,5Dr Hatchback 1.4 CRDi DPF 89 EU5 1 Air 6Spd,5,1.4,13695,8925.00,7325.00,6000.00,5150.00,0.6517,0.5349,0.4381,,0.376
Vauxhall,Corsa (2011-),Britain,5Dr Hatchback 1.2 16V 85 EU5 S AC EasyT Auto5,5,1.2,13705,7400.00,6100.00,4975.00,4275.00,0.5399,0.4451,0.363,,0.3119
Fiat,500 (2008-),Italy/USA,3Dr Hatchback 0.9 TwinAir SS 85 EU5 Lounge Dualogic Auto5,3,0.9,13710,8975.00,7375.00,6050.00,5175.00,0.6546,0.5379,0.4413,,0.3775
Fiat,500 (2008-),Italy/USA,3Dr Hatchback 0.9 TwinAir SS 105 EU6 S,3,0.9,13710,9025.00,7400.00,6075.00,5200.00,0.6583,0.5398,0.4431,,0.3793
Toyota,iQ (2009-),Japan,3Dr Hatchback 1.0 VVTi 68 Custom Leather Mdrive CVT Auto,3,1.0,13715,8025.00,6625.00,5400.00,4625.00,0.5851,0.483,0.3937,,0.3372
Toyota,iQ (2009-),Japan,3Dr Hatchback 1.0 VVTi 68 2 Leather Mdrive CVT Auto,3,1.0,13715,8625.00,7075.00,5825.00,4975.00,0.6289,0.5159,0.4247,,0.3627
Toyota,iQ (2009-),Japan,3Dr Hatchback 1.33 Dual VVTi 98 EU5 3 Leather,3,1.3,13715,8725.00,7175.00,5875.00,5025.00,0.6362,0.5231,0.4284,,0.3664
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.2 16V 70 EU5 Glam Extreme,3,1.2,13740,8225.00,6750.00,5575.00,4725.00,0.5986,0.4913,0.4057,,0.3439
Toyota,iQ (2009-),Japan,3Dr Hatchback 1.0 VVTi 68 2 SNav Mdrive CVT Auto,3,1.0,13745,8550.00,7025.00,5775.00,4925.00,0.622,0.5111,0.4202,,0.3583
Toyota,iQ (2009-),Japan,3Dr Hatchback 1.33 Dual VVTi 98 EU5 3 SNav,3,1.3,13745,8550.00,7025.00,5775.00,4925.00,0.622,0.5111,0.4202,,0.3583
Suzuki,Swift (2013-),Japan,3Dr Hatchback 1.6 136 EU5 Sport 6Spd,3,1.6,13749,9625.00,7925.00,6500.00,5575.00,0.7001,0.5764,0.4728,,0.4055
Mini,Mini (2014-),Britain,3Dr Hatchback 1.2 SS 102 EU6 One 6Spd,3,1.2,13750,10625.00,8725.00,7175.00,6125.00,0.7727,0.6345,0.5218,,0.4455
Seat,Ibiza (2012-),Spanish,3Dr Sport Coupe 1.2 TSi 105 EU5 I TECH,3,1.2,13790,8525.00,7000.00,5775.00,4925.00,0.6182,0.5076,0.4188,,0.3571
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V ecoFLEX SS 100 EU5 Glam,3,1.4,13795,8175.00,6700.00,5500.00,4700.00,0.5926,0.4857,0.3987,,0.3407
Seat,Ibiza (2012-),Spanish,5Dr Sport Tourer 1.4 16V 85 EU5 SE,5,1.4,13795,8450.00,6950.00,5725.00,4875.00,0.6125,0.5038,0.415,,0.3534
Smart,ForTwo (2012-),Germany,2Dr Cabriolet 0.8CDI DPF 54 EU5 Passion Luxury Softouch Auto5,2,0.8,13795,9350.00,7700.00,6300.00,5375.00,0.6778,0.5582,0.4567,,0.3896
Kia,Rio (2011-),South Korea,5Dr Hatchback 1.1 CRDi EcoDynamics DPF SS 74 EU5 2 6Spd,5,1.1,13795,9625.00,7875.00,6425.00,5425.00,0.6977,0.5709,0.4657,,0.3933
Nissan,Micra (2013-),Japan,5Dr Hatchback 1.2 DIG-S SS 98 EU5 Acenta CVT Auto,5,1.2,13800,8275.00,6800.00,5600.00,4775.00,0.5996,0.4928,0.4058,,0.346
Fiat,500 (2008-),Italy/USA,3Dr Hatchback 1.2 8V SS 69 EU5 Cult Dlogic Auto5,3,1.2,13810,8950.00,7350.00,6025.00,5150.00,0.6481,0.5322,0.4363,,0.3729
Suzuki,Swift (2013-),Japan,5Dr Hatchback 1.2 94 EU5 SZ3 4WD,5,1.2,13819,8325.00,6850.00,5625.00,4800.00,0.6024,0.4957,0.407,,0.3473
Seat,Ibiza (2012-),Spanish,3Dr Sport Coupe 1.2 TDI CR Ecomotive DPF SS 75 EU5 S AC,3,1.2,13830,9425.00,7750.00,6350.00,5425.00,0.6815,0.5604,0.4591,,0.3923
Peugeot,Bipper Tepee (2009-),France,5Dr MPV 1.3 HDi FAP SS 75 EU5 S EGC Auto5,5,1.3,13845,8975.00,7375.00,6050.00,5175.00,0.6482,0.5327,0.437,,0.3738
Seat,Ibiza (2012-),Spanish,5Dr Hatchback 1.2 TDI CR DPF 75 EU5 S AC,5,1.2,13855,9225.00,7550.00,6225.00,5300.00,0.6658,0.5449,0.4493,,0.3825
Fiat,500 (2008-),Italy/USA,3Dr Hatchback 0.9 TwinAir SS 85 EU5 S Dlogic Auto5,3,0.9,13860,9025.00,7400.00,6075.00,5200.00,0.6512,0.5339,0.4383,,0.3752
Vauxhall,Corsa (2011-),Britain,3Dr Hatchback 1.4 16V 100 EU5 Energy AC,3,1.4,13875,7700.00,6325.00,5200.00,4425.00,0.555,0.4559,0.3748,,0.3189
Aixam,Mega eCity (2009-),France,3Dr Hatchback 0.0Electric 4 Seat Auto,3,0.0,13888,5550.00,4575.00,3725.00,3200.00,0.3996,0.3294,0.2682,,0.2304
Chevrolet,Aveo (2011-),USA,5Dr Hatchback 1.4 101 EU5 LTZ Auto6,5,1.4,13895,7450.00,6125.00,5025.00,4300.00,0.5362,0.4408,0.3616,,0.3095
Renault,Captur (2013-),France,5Dr SUV 1.5 dCi ENERGY FAP SS 90 EU5 Expression,5,1.5,13895,10125.00,8275.00,6750.00,5725.00,0.7287,0.5955,0.4858,,0.412
Fiat,500 CC (2009-),Italy/USA,2Dr Convertible 1.2 8V SS 69 EU5 Pop Dualogic Auto5,2,1.2,13910,8925.00,7350.00,6025.00,5150.00,0.6416,0.5284,0.4331,,0.3702
Fiat,500 (2008-),Italy/USA,3Dr Hatchback 1.3 Multijet DPF SS 95 EU5 Bicolour,3,1.3,13920,8950.00,7350.00,6025.00,5175.00,0.643,0.528,0.4328,,0.3718
Vauxhall,Corsa (2011-),Britain,5Dr Hatchback 1.2 16V 85 EU5 Energy AC,5,1.2,13935,7775.00,6375.00,5250.00,4500.00,0.5579,0.4575,0.3767,,0.3229
Suzuki,Swift (2013-),Japan,5Dr Hatchback 1.2 94 EU5 SZ4,5,1.2,13939,8475.00,6950.00,5725.00,4875.00,0.608,0.4986,0.4107,,0.3497
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.2 16V ecoFLEX SS 70 EU5 Slam Technical,3,1.2,13940,8425.00,6950.00,5700.00,4850.00,0.6044,0.4986,0.4089,,0.3479
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.2 16V 70 EU5 Glam Style Technical,3,1.2,13945,8025.00,6600.00,5400.00,4625.00,0.5755,0.4733,0.3872,,0.3317
Ford,Fiesta (2012-),USA,3Dr Hatchback 1.0EcoBoost SS 100 EU5 Zetec,3,1.0,13945,8600.00,7025.00,5725.00,4850.00,0.6167,0.5038,0.4105,,0.3478
Vauxhall,Corsa (2011-),Britain,5Dr Hatchback 1.3 CDTi ecoFLEX DPF SS 95 EU5 Design AC,5,1.3,13955,10025.00,8250.00,6775.00,5775.00,0.7184,0.5912,0.4855,,0.4138
Vauxhall,Corsa (2011-),Britain,3Dr Hatchback 1.2 16V 85 EU5 Energy AC EasyT Auto5,3,1.2,13960,7775.00,6375.00,5250.00,4500.00,0.5569,0.4567,0.3761,,0.3223
Fiat,500 (2008-),Italy/USA,3Dr Hatchback 1.3 Multijet DPF SS 95 EU5 Lounge,3,1.3,13960,9250.00,7600.00,6250.00,5325.00,0.6626,0.5444,0.4477,,0.3814
Skoda,Fabia (2010-),Czech,5Dr Hatchback 1.2 TSi 105 EU5 SE DSG Auto7,5,1.2,13970,8425.00,6925.00,5700.00,4850.00,0.6031,0.4957,0.408,,0.3472
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V 87 EU5 Slam Technical,3,1.4,13970,8625.00,7100.00,5825.00,5000.00,0.6174,0.5082,0.417,,0.3579
Toyota,Yaris (2011-),Japan,5Dr Hatchback 1.33 Dual VVTi 99 EU5 Icon 6Spd,5,1.3,13970,9100.00,7475.00,6150.00,5250.00,0.6514,0.5351,0.4402,,0.3758
Skoda,Rapid (2012-),Czech,5Dr Hatchback 1.2 TSi 86 EU5 S,5,1.2,13980,8300.00,6825.00,5600.00,4775.00,0.5937,0.4882,0.4006,,0.3416
Mini,Mini (2007-),Britain,3Dr Hatchback 1.6 98 EU6 One Salt Pack 6Spd,3,1.6,13980,10375.00,8525.00,7025.00,5975.00,0.7421,0.6098,0.5025,,0.4274
Chrysler,Ypsilon (2011-),USA,5Dr Hatchback 0.9 TwinAir SS 85 EU5 S-Series,5,0.9,13995,8225.00,6725.00,5550.00,4725.00,0.5877,0.4805,0.3966,,0.3376
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V 100 EU5 Glam Technical,3,1.4,13995,8425.00,6950.00,5700.00,4850.00,0.602,0.4966,0.4073,,0.3466
Ford,Focus (2011-),USA,5Dr Hatchback 1.6 85 EU5 Studio,5,1.6,13995,8450.00,6950.00,5700.00,4875.00,0.6038,0.4966,0.4073,,0.3483
Peugeot,208 (2012-),France,5Dr Hatchback 1.2 e-VTi SS 82 EU5 Active EGC Auto5,5,1.2,13995,8650.00,7150.00,5850.00,5025.00,0.6181,0.5109,0.418,,0.3591
Toyota,iQ (2009-),Japan,3Dr Hatchback 1.33 Dual VVTi 98 3 Mdrive CVT Auto,3,1.3,13995,8725.00,7175.00,5875.00,5025.00,0.6234,0.5127,0.4198,,0.3591
Vauxhall,Meriva (2013-),Britain,5Dr MPV 1.4 16V 100 EU6 Tech Line,5,1.4,13995,8725.00,7175.00,5875.00,5025.00,0.6234,0.5127,0.4198,,0.3591
Chrysler,Ypsilon (2011-),USA,5Dr Hatchback 0.9 TwinAir SS 85 EU5 Black and Red,5,0.9,13995,8750.00,7200.00,5925.00,5050.00,0.6252,0.5145,0.4234,,0.3608
Peugeot,208 (2012-),France,3Dr Hatchback 1.4 HDi FAP 70 EU5 Active,3,1.4,13995,9375.00,7700.00,6325.00,5400.00,0.6699,0.5502,0.4519,,0.3859
Renault,Captur (2013-),France,5Dr SUV 0.9 TCe ENERGY SS 90 EU5 Expression +,5,0.9,13995,9825.00,8025.00,6550.00,5575.00,0.702,0.5734,0.468,,0.3984
Dacia,Duster (2012-),Romania,5Dr SUV 1.5dCi DPF 110 EU5 Ambiance 6Spd 4WD,5,1.5,13995,10375.00,8600.00,7150.00,6200.00,0.7413,0.6145,0.5109,,0.443
Suzuki,Swift (2013-),Japan,3Dr Hatchback 1.6 136 EU5 Sport SNav 6Spd,3,1.6,13999,9775.00,8025.00,6600.00,5650.00,0.6983,0.5733,0.4715,,0.4036
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V 100 EU5 Slam,3,1.4,14000,8425.00,6950.00,5700.00,4850.00,0.6018,0.4964,0.4071,,0.3464
Citroen,C3 (2013-),France,5Dr Hatchback 1.2 e-VTi SS 82 EU5 VTR+ ETG Auto6,5,1.2,14010,9150.00,7525.00,6175.00,5275.00,0.6531,0.5371,0.4408,,0.3765
Vauxhall,Corsa (2011-),Britain,3Dr Hatchback 1.2 16V 85 EU5 SXi AC,3,1.2,14030,7450.00,6150.00,5050.00,4300.00,0.531,0.4383,0.3599,,0.3065
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.2 16V ecoFLEX SS 70 EU5 Glam Extreme,3,1.2,14035,8225.00,6750.00,5575.00,4725.00,0.586,0.4809,0.3972,,0.3367
Ford,Fiesta (2012-),USA,5Dr Hatchback 1.0 SS 80 EU5 Zetec,5,1.0,14045,8150.00,6650.00,5425.00,4600.00,0.5803,0.4735,0.3863,,0.3275
Peugeot,208 (2012-),France,5Dr Hatchback 1.2 VTi 82 EU5 Style,5,1.2,14045,8525.00,7000.00,5750.00,4900.00,0.607,0.4984,0.4094,,0.3489
Vauxhall,Corsa (2011-),Britain,3Dr Hatchback 1.4 16V 100 EU5 SXi 5Spd WR,3,1.4,14055,7600.00,6275.00,5150.00,4400.00,0.5407,0.4465,0.3664,,0.3131
Volkswagen,Polo (2014-),Germany,3Dr Hatchback 1.0 BlueMotion Tech SS 75 EU6 SE Design,3,1.0,14060,8450.00,6975.00,5725.00,4900.00,0.601,0.4961,0.4072,,0.3485
Skoda,Fabia (2010-),Czech,5Dr Estate 1.2 TSi 105 EU5 SE,5,1.2,14060,8975.00,7375.00,6075.00,5175.00,0.6383,0.5245,0.4321,,0.3681
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V 87 EU5 Glam Extreme,3,1.4,14065,8425.00,6950.00,5700.00,4850.00,0.599,0.4941,0.4053,,0.3448
Skoda,Fabia (2010-),Czech,5Dr Hatchback 1.2 TSi 86 EU5 Monte Carlo,5,1.2,14070,8425.00,6925.00,5700.00,4850.00,0.5988,0.4922,0.4051,,0.3447
Vauxhall,Corsa (2011-),Britain,3Dr Hatchback 1.3 CDTi ecoFLEX DPF 75 S AC,3,1.3,14080,8400.00,6900.00,5675.00,4825.00,0.5966,0.4901,0.4031,,0.3427
Peugeot,208 (2012-),France,3Dr Hatchback 1.2 VTi 82 EU5 Allure,3,1.2,14095,8525.00,7000.00,5750.00,4900.00,0.6048,0.4966,0.4079,,0.3476
Chevrolet,Aveo (2011-),USA,5Dr Hatchback 1.3 VCDi SS 95 EU5 LTZ,5,1.3,14095,8900.00,7325.00,6000.00,5150.00,0.6314,0.5197,0.4257,,0.3654
Peugeot,2008 (2013-),France,5Dr SUV 1.2 VTi 82 EU5 Active,5,1.2,14095,10025.00,8225.00,6700.00,5675.00,0.7112,0.5835,0.4753,,0.4026
Nissan,Note (2013-),Japan,5Dr MPV 1.5 dCI DPF 90 EU5 Visia,5,1.5,14100,8825.00,7250.00,5950.00,5100.00,0.6259,0.5142,0.422,,0.3617
Fiat,500 (2008-),Italy/USA,3Dr Hatchback 1.3 Multijet DPF SS 95 EU5 S,3,1.3,14110,9300.00,7675.00,6300.00,5375.00,0.6591,0.5439,0.4465,,0.3809
Vauxhall,Corsa (2011-),Britain,5Dr Hatchback 1.2 16V 85 EU5 SXi,5,1.2,14115,7550.00,6225.00,5125.00,4350.00,0.5349,0.441,0.3631,,0.3082
Audi,A1 (2010-),Germany,3Dr Hatchback 1.2 TFSI SS 86 EU5 SE,3,1.2,14115,11425.00,9375.00,7700.00,6575.00,0.8094,0.6642,0.5455,,0.4658
Seat,Ibiza (2012-),Spanish,5Dr Sport Tourer 1.4 16V 85 EU5 Toca,5,1.4,14120,8600.00,7075.00,5800.00,4950.00,0.6091,0.5011,0.4108,,0.3506
Skoda,Roomster (2009-),Czech,5Dr MPV 1.2 TSi 86 EU5 SE,5,1.2,14135,7075.00,5825.00,4775.00,4100.00,0.5005,0.4121,0.3378,,0.2901
Fiat,Panda (2012-),Italy/USA,5Dr Hatchback 0.9 TwinAir SS 85 EU6 4x4 6Spd,5,0.9,14145,7125.00,5850.00,4800.00,4125.00,0.5037,0.4136,0.3393,,0.2916
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.2 16V 70 EU5 Slam Extreme,3,1.2,14145,8625.00,7100.00,5825.00,5000.00,0.6098,0.5019,0.4118,,0.3535
Fiat,Punto (2012-),Italy/USA,3Dr Hatchback 1.3 Multijet DPF SS 85 EU5 GBT,3,1.3,14150,7875.00,6475.00,5300.00,4550.00,0.5565,0.4576,0.3746,,0.3216
Volkswagen,Polo (2014-),Germany,5Dr Hatchback 1.0 BlueMotion Tech SS 60 EU6 SE Design,5,1.0,14165,9650.00,7925.00,6500.00,5575.00,0.6813,0.5595,0.4589,,0.3936
Vauxhall,Corsa (2011-),Britain,5Dr Hatchback 1.3 CDTi ecoFLEX DPF 75 S,5,1.3,14170,8475.00,6975.00,5725.00,4875.00,0.5981,0.4922,0.404,,0.344
Toyota,Yaris (2011-),Japan,5Dr Hatchback 1.33 Dual VVTi 99 EU5 Icon Plus 6Spd,5,1.3,14170,9775.00,8025.00,6600.00,5650.00,0.6898,0.5663,0.4658,,0.3987
Skoda,Fabia (2010-),Czech,5Dr Hatchback 1.6 TDi CR DPF 105 EU5 SE,5,1.6,14180,8900.00,7325.00,6000.00,5150.00,0.6276,0.5166,0.4231,,0.3632
Skoda,Roomster (2009-),Czech,5Dr MPV 1.2 TSi 105 EU5 S DSG Auto7,5,1.2,14185,7075.00,5825.00,4775.00,4100.00,0.4988,0.4106,0.3366,,0.289
Seat,Ibiza (2012-),Spanish,3Dr Sport Coupe 1.2 TSi 105 EU5 SE DSG Auto7,3,1.2,14185,8700.00,7150.00,5850.00,5025.00,0.6133,0.5041,0.4124,,0.3542
