Manufacturer,Model,Nationality,Derivative,Doors,Engine Size,OTR,12 month 12k miles Part-Ex,24 month 24k miles Part-Ex,36 month 36k miles Part-Ex,48 month 48k miles  Part-Ex,12month 12k miles % of OTR,24 month 24k miles % of OTR,36 month 36k miles % of OTR,3YR % Depreciation,48 month 48k miles % of OTR
Seat,Ibiza (2012-),Spanish,5Dr Hatchback 1.2 TDI CR Ecomotive DPF SS 75 EU5 SE,5,1.2,14910,9650.00,7925.00,6500.00,5575.00,0.6472,0.5315,0.4359,,0.3739
Seat,Ibiza (2012-),Spanish,3Dr Sport Coupe 1.6 TDI CR DPF 105 EU5 SE,3,1.6,14910,10400.00,8550.00,7000.00,5975.00,0.6975,0.5734,0.4695,,0.4007
Toyota,Yaris (2011-),Japan,5Dr Hatchback 1.33 Dual VVTi 99 EU5 Icon Plus Appearance Pack 6Spd,5,1.3,14920,9925.00,8175.00,6700.00,5725.00,0.6652,0.5479,0.4491,,0.3837
Skoda,Rapid (2012-),Czech,5Dr Hatchback 1.2 TSi 86 EU5 SE,5,1.2,14930,8875.00,7300.00,5975.00,5125.00,0.5944,0.4889,0.4002,,0.3433
Vauxhall,Corsa (2011-),Britain,5Dr Hatchback 1.3 CDTi ecoFLEX DPF SS 95 EU5 S,5,1.3,14940,8700.00,7150.00,5875.00,5025.00,0.5823,0.4786,0.3932,,0.3363
Vauxhall,Corsa (2011-),Britain,5Dr Hatchback 1.3 CDTi ecoFLEX DPF SS 75 EU5 S AC,5,1.3,14945,8800.00,7250.00,5925.00,5075.00,0.5888,0.4851,0.3965,,0.3396
Ford,Fiesta (2012-),USA,3Dr Hatchback 1.0EcoBoost SS 100 EU5 Titanium,3,1.0,14945,9000.00,7350.00,6000.00,5100.00,0.6022,0.4918,0.4015,,0.3413
Toyota,Auris (2012-),Japan,5Dr Hatchback 1.33 Dual VVTi SS 101 EU5 Active 6Spd,5,1.3,14945,9550.00,7850.00,6425.00,5500.00,0.639,0.5253,0.4299,,0.368
Suzuki,Swift (2013-),Japan,5Dr Hatchback 1.2 94 EU5 SZ4 Auto4,5,1.2,14949,8700.00,7150.00,5850.00,5025.00,0.582,0.4783,0.3913,,0.3361
Volkswagen,Polo (2014-),Germany,3Dr Hatchback 1.2 TSI BlueMotion Tech SS 90 EU6 SE DSG Auto7,3,1.2,14955,10125.00,8325.00,6850.00,5850.00,0.677,0.5567,0.458,,0.3912
Mini,Mini (2014-),Britain,3Dr Hatchback 1.2 SS 102 EU6 One Pepper Pack 6Spd,3,1.2,14960,11175.00,9200.00,7550.00,6450.00,0.747,0.615,0.5047,,0.4311
Toyota,Yaris (2011-),Japan,5Dr Hatchback 1.33 Dual VVTi 99 EU5 Icon MDrive Auto,5,1.3,14970,9400.00,7725.00,6350.00,5400.00,0.6279,0.516,0.4242,,0.3607
Vauxhall,Corsa (2011-),Britain,3Dr Hatchback 1.4 16V 100 EU5 SE 5Spd WR,3,1.4,14975,7850.00,6450.00,5300.00,4525.00,0.5242,0.4307,0.3539,,0.3022
Chrysler,Ypsilon (2011-),USA,5Dr Hatchback 1.3 Multijet DPF SS 95 EU5 S-Series,5,1.3,14995,8300.00,6800.00,5600.00,4775.00,0.5535,0.4535,0.3735,,0.3184
Chrysler,Ypsilon (2011-),USA,5Dr Hatchback 1.3 Multijet DPF SS 95 EU5 Black and Red,5,1.3,14995,8850.00,7275.00,5975.00,5100.00,0.5902,0.4852,0.3985,,0.3401
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V 87 EU5 Black Edition Limited Edition,3,1.4,14995,8975.00,7375.00,6050.00,5175.00,0.5985,0.4918,0.4035,,0.3451
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V 87 EU5 White Edition Limited Edition,3,1.4,14995,8975.00,7375.00,6050.00,5175.00,0.5985,0.4918,0.4035,,0.3451
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V 100 EU5 Slam Extreme,3,1.4,14995,8975.00,7375.00,6050.00,5175.00,0.5985,0.4918,0.4035,,0.3451
Kia,Ceed (2012-),South Korea,5Dr Hatchback 1.4 98 EU5 VR7 6Spd,5,1.4,14995,9000.00,7400.00,6075.00,5200.00,0.6002,0.4935,0.4051,,0.3468
Ssangyong,Korando (2014-),South Korea,5Dr SUV 2.0 D DPF 149 EU5 SE 6Spd,5,2.0,14995,9050.00,7450.00,6125.00,5225.00,0.6035,0.4968,0.4085,,0.3484
Toyota,Yaris (2011-),Japan,5Dr Hatchback 1.33 Dual VVTi 99 EU5 Trend 6Spd,5,1.3,14995,9400.00,7725.00,6350.00,5400.00,0.6269,0.5152,0.4235,,0.3601
Ford,EcoSport (2013-),USA,5Dr SUV 1.5 112 EU5 Titanium,5,1.5,14995,10025.00,8225.00,6700.00,5675.00,0.6686,0.5485,0.4468,,0.3785
Honda,Jazz (2011-),Japan,5Dr Hatchback 1.4 i-VTEC EU5 100 Si,5,1.4,14995,10225.00,8400.00,6900.00,5875.00,0.6819,0.5602,0.4602,,0.3918
Renault,Captur (2013-),France,5Dr SUV 0.9 TCe ENERGY SS 90 EU5 Dynamique MediaNav,5,0.9,14995,10325.00,8450.00,6875.00,5825.00,0.6886,0.5635,0.4585,,0.3885
Kia,Soul (2011-),South Korea,5Dr Hatchback 1.6 CRDi DPF 126 EU5 2 6Spd,5,1.6,14995,10850.00,8900.00,7325.00,6250.00,0.7236,0.5935,0.4885,,0.4168
Suzuki,S-Cross (2013-),Japan,5Dr SUV 1.6 120 EU6 SZ3,5,1.6,14999,10500.00,8600.00,7000.00,5925.00,0.7,0.5734,0.4667,,0.395
