Manufacturer,Model,Nationality,Derivative,Doors,Engine Size,OTR,12 month 12k miles Part-Ex,24 month 24k miles Part-Ex,36 month 36k miles Part-Ex,48 month 48k miles  Part-Ex,12month 12k miles % of OTR,24 month 24k miles % of OTR,36 month 36k miles % of OTR,3YR % Depreciation,48 month 48k miles % of OTR
Jeep,Wrangler (2011-),USA,4Dr SUV 3.6 V6 280 EU5 Rubicon Auto5,4,3.6,31595,_13575.00,_11100.00,_9050.00,_7675.00,0.4297,0.3513,0.2864,,0.2429
Cadillac,CTS Sportwagon (2011-),USA,5Dr Estate 3.6 V6 322 EU5 Sport Luxury Auto6,5,3.6,48250,_20750.00,_17050.00,_14025.00,_11950.00,0.4301,0.3534,0.2907,,0.2477
Vauxhall,Insignia (2009-),Britain,5Dr Sports Tourer 1.4 T SS 140 Exclusiv Nav 6Spd,5,1.4,22880,_9850.00,_8050.00,_6550.00,_5575.00,0.4305,0.3518,0.2863,,0.2437
Vauxhall,Insignia (2009-),Britain,5Dr Sports Tourer 2.0 CDTi DPF SS 195 SRi VX line Nav 6Spd 4WD,5,2.0,33190,_14300.00,_11700.00,_9550.00,_8075.00,0.4309,0.3525,0.2877,,0.2433
Mercedes Benz,CLS Coupe (2005-11),Germany,CLS350 4Dr Coupe 3.0 CDi 272 Grand Edition Comand 7G-T Auto,4,3.0,51075,_22025.00,_18150.00,_14950.00,_13150.00,0.4312,0.3554,0.2927,,0.2575
Vauxhall,Insignia (2009-),Britain,5Dr Sports Tourer 1.4 T SS 140 Elite 6Spd,5,1.4,27580,_11900.00,_9750.00,_7925.00,_6725.00,0.4315,0.3535,0.2873,,0.2438
Vauxhall,Insignia (2009-),Britain,5Dr Sports Tourer 2.0 CDTi DPF 195 Elite Auto6,5,2.0,33330,_14400.00,_11775.00,_9600.00,_8125.00,0.432,0.3533,0.288,,0.2438
Perodua,Myvi (2006-),Malaysia,5Dr Hatchback 1.3 SXi,5,1.3,6999,_3025.00,_2500.00,_2050.00,_1725.00,0.4322,0.3572,0.2929,,0.2465
Vauxhall,Insignia (2009-),Britain,4Dr Saloon 1.4 T SS 140 Exclusiv 6Spd,4,1.4,20705,_8950.00,_7325.00,_5950.00,_5075.00,0.4323,0.3538,0.2874,,0.2451
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 2.0 CDTi DPF SS 195 SRi Nav 6Spd 4WD,5,2.0,30590,_13225.00,_10850.00,_8825.00,_7475.00,0.4323,0.3547,0.2885,,0.2444
Vauxhall,Insignia (2009-),Britain,5Dr Sports Tourer 1.4 T SS 140 SE 6Spd,5,1.4,25260,_10925.00,_8925.00,_7275.00,_6175.00,0.4325,0.3533,0.288,,0.2445
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 1.4 T SS 140 SRi Nav 6Spd,5,1.4,23985,_10375.00,_8475.00,_6925.00,_5875.00,0.4326,0.3533,0.2887,,0.2449
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 2.0 CDTi EU5 160 Elite Auto6 4WD,5,2.0,31605,_13675.00,_11200.00,_9125.00,_7750.00,0.4327,0.3544,0.2887,,0.2452
Vauxhall,Insignia (2009-),Britain,4Dr Saloon 2.0 CDTi EU5 160 Elite Auto6 4WD,4,2.0,31605,_13675.00,_11200.00,_9125.00,_7750.00,0.4327,0.3544,0.2887,,0.2452
Vauxhall,Insignia (2009-),Britain,5Dr Sports Tourer 1.4 T SS 140 SRi VX Line 6Spd,5,1.4,25800,_11175.00,_9150.00,_7450.00,_6325.00,0.4331,0.3547,0.2888,,0.2452
Perodua,Myvi (2006-),Malaysia,5Dr Hatchback 1.3 86 EU5 SXi Xtra,5,1.3,7099,_3075.00,_2550.00,_2075.00,_1775.00,0.4332,0.3592,0.2923,,0.25
Vauxhall,Insignia (2009-),Britain,4Dr Saloon 1.4 T SS 140 SRi VX Line Nav 6Spd,4,1.4,25210,_10925.00,_8925.00,_7275.00,_6175.00,0.4334,0.354,0.2886,,0.2449
Vauxhall,Insignia (2009-),Britain,5Dr Sports Tourer 2.0 CDTi DPF SS 195 SRi VX line 6Spd 4WD,5,2.0,32395,_14050.00,_11500.00,_9375.00,_7950.00,0.4337,0.355,0.2894,,0.2454
Mercedes Benz,CLS Coupe (2005-11),Germany,CLS350 4Dr Coupe 3.0 CDi 224 Comand 7G-T Auto,4,3.0,48400,_21075.00,_17400.00,_14300.00,_12575.00,0.4354,0.3595,0.2955,,0.2598
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 2.0 CDTi DPF SS 195 SRi 6Spd 4WD,5,2.0,29795,_12975.00,_10600.00,_8650.00,_7325.00,0.4355,0.3558,0.2903,,0.2458
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 2.0 CDTi EU5 160 Elite Nav Auto6 4WD,5,2.0,32460,_14150.00,_11575.00,_9425.00,_8000.00,0.4359,0.3566,0.2904,,0.2465
Vauxhall,Insignia (2009-),Britain,4Dr Saloon 2.0 CDTi EU5 160 Elite Nav Auto6 4WD,4,2.0,32460,_14150.00,_11575.00,_9425.00,_8000.00,0.4359,0.3566,0.2904,,0.2465
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 2.0 CDTi 160 Elite Auto Nav,5,2.0,30000,_13100.00,_10700.00,_8750.00,_7400.00,0.4367,0.3567,0.2917,,0.2467
Volkswagen,Golf (2012-),Germany,5Dr Hatchback 0.0 Electric 115 EU6 e-Golf Auto,5,0.0,30845,_13475.00,_11075.00,_9100.00,_7775.00,0.4369,0.3591,0.295,,0.2521
Vauxhall,Insignia (2009-),Britain,5Dr Sports Tourer 1.4 T SS 140 Exclusiv 6Spd,5,1.4,22085,_9650.00,_7900.00,_6425.00,_5450.00,0.4369,0.3577,0.2909,,0.2468
Vauxhall,Insignia (2009-),Britain,5Dr Sports Tourer 1.4 T SS 140 SRi Nav 6Spd,5,1.4,25400,_11100.00,_9075.00,_7400.00,_6275.00,0.437,0.3573,0.2913,,0.247
Fiat,Scudo Combi (2008-),Italy/USA,L1 5Dr 2.0 Multijet DPF 130 EU5 9Seat 6Spd,5,2.0,25506,_11150.00,_9150.00,_7525.00,_6425.00,0.4372,0.3587,0.295,,0.2519
Aixam,Roadline (2009-),France,3Dr Hatchback 0.6D GT CVT Auto,3,0.6,11261,_4925.00,_4050.00,_3325.00,_2825.00,0.4374,0.3596,0.2953,,0.2509
Vauxhall,Insignia (2009-),Britain,4Dr Saloon 1.4 T SS 140 SRi VX Line 6Spd,4,1.4,24415,_10725.00,_8800.00,_7175.00,_6075.00,0.4393,0.3604,0.2939,,0.2488
Vauxhall,Insignia (2009-),Britain,5Dr Sports Tourer 2.0 CDTi DPF SS 195 SRi Nav 6Spd 4WD,5,2.0,31970,_14050.00,_11500.00,_9375.00,_7950.00,0.4395,0.3597,0.2932,,0.2487
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 1.4 T SS 140 SRi 6Spd,5,1.4,23195,_10200.00,_8350.00,_6800.00,_5775.00,0.4397,0.36,0.2932,,0.249
Renault,Zoe (2013-),France,5Dr Hatchback 0.0 Electric 88 EU5 Dynamique INTENS Auto,5,0.0,20043,_8825.00,_7275.00,_5950.00,_5100.00,0.4403,0.363,0.2969,,0.2544
MG Motor UK,MG6 (2011-),Britain,5Dr Hatchback 1.9DTi DPF SS 150 EU5 TSE 6Spd,5,1.9,20195,_8900.00,_7275.00,_5925.00,_5050.00,0.4407,0.3602,0.2934,,0.2501
Vauxhall,Insignia (2009-),Britain,5Dr Sports Tourer 2.0 CDTi DPF SS 195 SRi 6Spd 4WD,5,2.0,31175,_13775.00,_11250.00,_9175.00,_7800.00,0.4419,0.3609,0.2943,,0.2502
Vauxhall,Zafira (2005-),Britain,5Dr MPV 1.7 CDTi ecoFLEX DPF 110 Exclusiv SNav 6Spd,5,1.7,21870,_9675.00,_7950.00,_6525.00,_5600.00,0.4424,0.3635,0.2984,,0.2561
Ford,Focus (2011-),USA,5Dr Hatchback 0.0 Electric 142 EU5 CVT Auto,5,0.0,33580,_14875.00,_12225.00,_10050.00,_8575.00,0.443,0.3641,0.2993,,0.2554
Chevrolet,Cruze (2009-),USA,5Dr Hatchback 1.4T SS 140 EU5 LTZ Nav Auto6,5,1.4,18945,_8400.00,_6900.00,_5675.00,_4825.00,0.4434,0.3642,0.2996,,0.2547
Ssangyong,Rexton W (2013-),South Korea,5Dr SUV 2.0 e-Xdi DPF 155 EU5 EX 7St T-Tron Auto5,5,2.0,25995,_11525.00,_9475.00,_7775.00,_6650.00,0.4434,0.3645,0.2991,,0.2558
Vauxhall,Insignia (2009-),Britain,5Dr Sports Tourer 2.8 T V6 325 EU5 VXR SuperSport Nav Auto6 4WD,5,2.8,34100,_15125.00,_12375.00,_10075.00,_8550.00,0.4435,0.3629,0.2955,,0.2507
Fiat,Scudo Combi (2008-),Italy/USA,L1 5Dr 2.0 Multijet DPF 130 EU5 6Seat 6Spd,5,2.0,24678,_10950.00,_9000.00,_7375.00,_6300.00,0.4437,0.3647,0.2988,,0.2553
Vauxhall,Insignia (2009-),Britain,4Dr Saloon 1.4 T SS 140 SRi Nav 6Spd,4,1.4,23985,_10650.00,_8725.00,_7075.00,_6000.00,0.444,0.3638,0.295,,0.2502
Vauxhall,Insignia (2009-),Britain,4Dr Saloon 1.4 T SS 140 SRi 6Spd,4,1.4,23195,_10300.00,_8425.00,_6850.00,_5825.00,0.4441,0.3632,0.2953,,0.2511
Vauxhall,Insignia (2009-),Britain,4Dr Saloon 2.0 CDTi 160 Elite Nav Auto,4,2.0,30000,_13325.00,_10900.00,_8900.00,_7525.00,0.4442,0.3633,0.2967,,0.2508
Kia,Ceed (2012-),South Korea,5Dr Hatchback 1.6 GDI 133 EU5 4 Tech DCT Auto6,5,1.6,23800,_10575.00,_8700.00,_7150.00,_6100.00,0.4443,0.3655,0.3004,,0.2563
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 2.0 CDTi DPF SS 195 SRi VX line Nav 6Spd,5,2.0,29195,_12975.00,_10600.00,_8650.00,_7325.00,0.4444,0.3631,0.2963,,0.2509
Vauxhall,Insignia (2009-),Britain,5Dr Sports Tourer 1.4 T SS 140 SRi 6Spd,5,1.4,24580,_10925.00,_8925.00,_7275.00,_6175.00,0.4445,0.3631,0.296,,0.2512
Vauxhall,Zafira (2005-),Britain,5Dr MPV 1.7 CDTi ecoFLEX DPF 110 Exclusiv 6Spd,5,1.7,21120,_9400.00,_7750.00,_6350.00,_5425.00,0.4451,0.367,0.3007,,0.2569
Vauxhall,Insignia (2009-),Britain,5Dr Sports Tourer 2.0 CDTi DPF SS 195 SRi VX line Nav 6Spd,5,2.0,30700,_13675.00,_11200.00,_9125.00,_7750.00,0.4454,0.3648,0.2972,,0.2524
Jeep,Cherokee (2014-),USA,5Dr SUV 2.0 CRD DPF SS 140 EU5 Limited 6Spd 4WD,5,2.0,33195,_14800.00,_12150.00,_9975.00,_8525.00,0.4459,0.366,0.3005,,0.2568
Chevrolet,Cruze (2009-),USA,5Dr Station Wagon 1.8 141 EU5 LT Auto6,5,1.8,18385,_8200.00,_6725.00,_5500.00,_4725.00,0.446,0.3658,0.2992,,0.257
MG Motor UK,MG6 (2011-),Britain,5Dr Hatchback 1.8T 160 GT EU5 S,5,1.8,15455,_6900.00,_5650.00,_4600.00,_3900.00,0.4465,0.3656,0.2976,,0.2523
Chevrolet,Cruze (2009-),USA,5Dr Station Wagon 1.7 VCDi DPF SS 110 EU5 LT 6Spd,5,1.7,19695,_8825.00,_7250.00,_5925.00,_5075.00,0.4481,0.3681,0.3008,,0.2577
Fiat,Scudo Combi (2008-),Italy/USA,L2 5Dr 2.0 Multijet DPF 130 EU5 9Seat 6Spd,5,2.0,25986,_11650.00,_9575.00,_7875.00,_6725.00,0.4483,0.3685,0.303,,0.2588
Chevrolet,Cruze (2009-),USA,5Dr Hatchback 1.6 124 EU5 LT,5,1.6,16780,_7525.00,_6200.00,_5100.00,_4350.00,0.4485,0.3695,0.3039,,0.2592
Vauxhall,Zafira (2005-),Britain,5Dr MPV 1.7 CDTi ecoFLEX DPF 125 Exclusiv SNav 6Spd,5,1.7,22120,_9925.00,_8175.00,_6700.00,_5725.00,0.4487,0.3696,0.3029,,0.2588
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 2.0 CDTi 160 SRi VX Line Red Nav Auto6,5,2.0,28740,_12900.00,_10525.00,_8575.00,_7300.00,0.4489,0.3662,0.2984,,0.254
Vauxhall,Insignia (2009-),Britain,5Dr Sports Tourer 2.8 T V6 325 EU5 VXR SuperSport Auto6 4WD,5,2.8,33250,_14925.00,_12225.00,_9975.00,_8450.00,0.4489,0.3677,0.3,,0.2541
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 2.0 CDTi DPF SS 160 EU5 SRi VX Line Red 6Spd 4WD,5,2.0,29095,_13075.00,_10675.00,_8725.00,_7375.00,0.4494,0.3669,0.2999,,0.2535
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 2.0 CDTi DPF SS 195 SRi VX line 6Spd,5,2.0,28400,_12775.00,_10475.00,_8525.00,_7250.00,0.4498,0.3688,0.3002,,0.2553
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 1.8 140 Exclusiv,5,1.8,19895,_8950.00,_7325.00,_5950.00,_5075.00,0.4499,0.3682,0.2991,,0.2551
Renault,Zoe (2013-),France,5Dr Hatchback 0.0 Electric 88 EU5 Expression Auto,5,0.0,18443,_8300.00,_6825.00,_5600.00,_4775.00,0.45,0.3701,0.3036,,0.2589
Chevrolet,Orlando (2011-),USA,5Dr Estate 2.0 VCDi DPF 163 EU5 LT 7Seat Auto6,5,2.0,22445,_10100.00,_8300.00,_6825.00,_5825.00,0.45,0.3698,0.3041,,0.2595
Volkswagen,Phaeton (2010-),Germany,4Dr Saloon 4Motion 3.0 V6 TDI CR DPF 245 EU5 TIP Auto6,4,3.0,54745,_24650.00,_20275.00,_16650.00,_14225.00,0.4503,0.3704,0.3041,,0.2598
Vauxhall,Zafira (2005-),Britain,5Dr MPV 1.7 CDTi ecoFLEX DPF 125 Exclusiv 6Spd,5,1.7,21370,_9625.00,_7925.00,_6500.00,_5575.00,0.4504,0.3708,0.3042,,0.2609
BMW,i3 (2013-),Germany,5Dr Hatchback 0.0Electric 170 EU6 Loft eDrive Auto,5,0.0,31680,_14275.00,_11725.00,_9625.00,_8250.00,0.4506,0.3701,0.3038,,0.2604
Peugeot,Expert Tepee (2012-),France,5Dr MPV 2.0 HDi L1 FAP 163 EU5 Leisure 5Seat Auto6,5,2.0,29450,_13275.00,_10925.00,_8950.00,_7675.00,0.4508,0.371,0.3039,,0.2606
Citroen,C5 (2008-),France,4Dr Saloon 2.0 HDi DPF 160 EU5 Exclusive Auto6,4,2.0,26435,_11925.00,_9775.00,_7950.00,_6750.00,0.4511,0.3698,0.3007,,0.2553
Chevrolet,Cruze (2009-),USA,5Dr Hatchback 1.4T SS 140 EU5 LTZ Nav 6Spd,5,1.4,17945,_8100.00,_6675.00,_5450.00,_4675.00,0.4514,0.372,0.3037,,0.2605
Volkswagen,Phaeton (2010-),Germany,4Dr Saloon 4Motion 3.0 V6 TDI CR DPF 245 EU5 TIP Auto6 LWB,4,3.0,57305,_25875.00,_21275.00,_17475.00,_14925.00,0.4515,0.3713,0.3049,,0.2604
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 2.8 T V6 325 EU5 VXR SuperSport Nav Auto6 4WD,5,2.8,32480,_14675.00,_12000.00,_9800.00,_8300.00,0.4518,0.3695,0.3017,,0.2555
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 2.0 CDTi 160 SRi VX Line Red Auto6,5,2.0,28105,_12700.00,_10400.00,_8475.00,_7200.00,0.4519,0.37,0.3015,,0.2562
Citroen,C5 (2008-),France,4Dr Saloon 2.0 HDi DPF 160 EU5 VTR+ Auto6,4,2.0,24835,_11225.00,_9175.00,_7475.00,_6350.00,0.452,0.3694,0.301,,0.2557
Ssangyong,Rexton W (2013-),South Korea,5Dr SUV 2.0 e-Xdi DPF 155 EU5 EX 7St 6Spd,5,2.0,24495,_11075.00,_9100.00,_7475.00,_6400.00,0.4521,0.3715,0.3052,,0.2613
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 2.0 CDTi 160 Elite Auto,5,2.0,29145,_13175.00,_10800.00,_8800.00,_7450.00,0.4521,0.3706,0.3019,,0.2556
Lexus,GS (2012-),Japan,450 4Dr Saloon 3.5 h V6 SS 343 EU5 Premier SRoof ACC PCS LKA CVT Auto,4,3.5,55845,_25250.00,_20775.00,_17050.00,_14550.00,0.4521,0.372,0.3053,,0.2605
Vauxhall,Insignia (2009-),Britain,4Dr Saloon 2.8 T V6 325 EU5 VXR SuperSport Nav Auto6 4WD,4,2.8,32455,_14675.00,_12000.00,_9800.00,_8300.00,0.4522,0.3697,0.302,,0.2557
Vauxhall,Insignia (2009-),Britain,5Dr Sports Tourer 2.0 CDTi DPF SS 195 SRi VX line 6Spd,5,2.0,29905,_13525.00,_11050.00,_9000.00,_7650.00,0.4523,0.3695,0.301,,0.2558
Peugeot,508 (2011-),France,4Dr Saloon 1.6 THP 156 EU5 Active 6Spd,4,1.6,22050,_9975.00,_8200.00,_6725.00,_5750.00,0.4524,0.3719,0.305,,0.2608
Citroen,C5 (2008-),France,4Dr Saloon 2.0 HDi DPF 160 EU5 Exclusive Techno Pack Auto6,4,2.0,27135,_12275.00,_10050.00,_8200.00,_6950.00,0.4524,0.3704,0.3022,,0.2561
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 2.0 CDTi 160 SE Nav Auto,5,2.0,27680,_12525.00,_10225.00,_8350.00,_7075.00,0.4525,0.3694,0.3017,,0.2556
Vauxhall,Insignia (2009-),Britain,5Dr Sports Tourer 2.0 CDTi 160 Elite Auto Nav,5,2.0,31430,_14225.00,_11650.00,_9500.00,_8050.00,0.4526,0.3707,0.3023,,0.2561
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 2.0 CDTi ecoFLEX DPF SS 160 SRi VX Line Red Nav 6Spd,5,2.0,27890,_12625.00,_10325.00,_8400.00,_7150.00,0.4527,0.3702,0.3012,,0.2564
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 2.0 CDTi 160 SRi VX Line Nav Auto6,5,2.0,28210,_12775.00,_10475.00,_8525.00,_7250.00,0.4529,0.3713,0.3022,,0.257
Jeep,Wrangler (2011-),USA,4Dr SUV 2.8 CRD DPF 197 EU5 Overland Axle+ Auto5,4,2.8,33445,_15150.00,_12400.00,_10100.00,_8550.00,0.453,0.3708,0.302,,0.2556
Chevrolet,Cruze (2009-),USA,5Dr Station Wagon 1.7 VCDi DPF SS 110 EU5 LTZ Nav 6Spd,5,1.7,20795,_9425.00,_7775.00,_6375.00,_5425.00,0.4532,0.3739,0.3066,,0.2609
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 1.8 140 SRi,5,1.8,22385,_10150.00,_8325.00,_6775.00,_5750.00,0.4534,0.3719,0.3027,,0.2569
Vauxhall,Insignia (2009-),Britain,5Dr Sports Tourer 2.0 CDTi ecoFLEX DPF SS 160 SRi VX Line Red Nav 6Spd,5,2.0,29385,_13325.00,_10900.00,_8900.00,_7525.00,0.4535,0.3709,0.3029,,0.2561
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 2.0 CDTi DPF SS 195 SRi Nav 6Spd,5,2.0,27975,_12700.00,_10400.00,_8475.00,_7200.00,0.454,0.3718,0.3029,,0.2574
BMW,i3 (2013-),Germany,5Dr Hatchback 0.0Electric Extended Range SS 170 EU6 Loft eDrive Auto,5,0.0,34830,_15825.00,_13025.00,_10675.00,_9125.00,0.4543,0.374,0.3065,,0.262
Kia,Ceed (2012-),South Korea,5Dr Hatchback 1.6 GDI EcoDynamics SS 133 EU5 4 Tech 6Spd,5,1.6,22500,_10225.00,_8400.00,_6900.00,_5900.00,0.4544,0.3733,0.3067,,0.2622
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 1.4 T SS 140 ES 6Spd,5,1.4,18860,_8575.00,_7025.00,_5725.00,_4850.00,0.4547,0.3725,0.3036,,0.2572
Vauxhall,Insignia (2009-),Britain,5Dr Sports Tourer 2.8 T V6 325 EU5 VXR SuperSport Nav 6Spd 4WD,5,2.8,32275,_14675.00,_12000.00,_9800.00,_8300.00,0.4547,0.3718,0.3036,,0.2572
Ssangyong,Turismo (2013-),South Korea,5Dr MPV 2.0 e-Xdi DPF 155 EU5 ES T-Tron Auto5,5,2.0,21495,_9775.00,_8025.00,_6600.00,_5650.00,0.4548,0.3733,0.307,,0.2629
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 2.0 CDTi DPF SS 160 EU5 SRi VX Line Red Nav 6Spd 4WD,5,2.0,29730,_13525.00,_11050.00,_9000.00,_7650.00,0.4549,0.3717,0.3027,,0.2573
Peugeot,308 CC (2011-),France,2Dr Coupe-Cabriolet 2.0 HDi FAP 163 EU5 Roland Garros 6Spd,2,2.0,27805,_12650.00,_10400.00,_8525.00,_7300.00,0.455,0.374,0.3066,,0.2625
Fiat,Scudo Combi (2008-),Italy/USA,L2 5Dr 2.0 Multijet DPF 130 EU5 6Seat 6Spd,5,2.0,25158,_11450.00,_9425.00,_7725.00,_6625.00,0.4551,0.3746,0.3071,,0.2633
Peugeot,Expert Tepee (2012-),France,5Dr MPV 2.0 HDi L1 FAP 163 EU5 Comfort 9Seat Auto6,5,2.0,28890,_13150.00,_10825.00,_8875.00,_7575.00,0.4552,0.3747,0.3072,,0.2622
Vauxhall,Insignia (2009-),Britain,5Dr Sports Tourer 2.0 CDTi 160 SE Auto Nav,5,2.0,29110,_13250.00,_10850.00,_8850.00,_7500.00,0.4552,0.3727,0.304,,0.2576
Vauxhall,Insignia (2009-),Britain,4Dr Saloon 2.0 CDTi 160 Elite Nav,4,2.0,28330,_12900.00,_10525.00,_8575.00,_7300.00,0.4553,0.3715,0.3027,,0.2577
Volvo,V40 (2012-),Swedish,5Dr Cross Country AWD 2.5 T5 SS 254 EU5 Lux Nav GTron Auto6,5,2.5,34140,_15550.00,_12800.00,_10500.00,_8975.00,0.4555,0.3749,0.3076,,0.2629
Lexus,GS (2012-),Japan,450 4Dr Saloon 3.5 h V6 SS 343 EU5 Premier ACC PCS LKA CVT Auto,4,3.5,54845,_25000.00,_20575.00,_16875.00,_14425.00,0.4558,0.3751,0.3077,,0.263
Citroen,C5 (2008-),France,4Dr Saloon 2.0 HDi DPF 160 EU5 VTR+ Techno Pack Auto6,4,2.0,25535,_11650.00,_9525.00,_7775.00,_6600.00,0.4562,0.373,0.3045,,0.2585
Jeep,Wrangler (2011-),USA,2Dr SUV 2.8 CRD DPF 197 EU5 Polar Auto5,2,2.8,32330,_14750.00,_12075.00,_9850.00,_8350.00,0.4562,0.3735,0.3047,,0.2583
BMW,i3 (2013-),Germany,5Dr Hatchback 0.0Electric 170 EU6 eDrive Auto,5,0.0,30680,_14000.00,_11525.00,_9450.00,_8075.00,0.4563,0.3757,0.308,,0.2632
Renault,Scenic XMOD (2013-),France,5Dr MPV 1.2 TCe SS 115 EU5 Dynamique TomTom Bose + 6Spd,5,1.2,21750,_9925.00,_8125.00,_6700.00,_5725.00,0.4563,0.3736,0.308,,0.2632
Peugeot,308 CC (2011-),France,2Dr Coupe-Cabriolet 2.0 HDi FAP 163 EU5 Allure 6Spd,2,2.0,27505,_12550.00,_10325.00,_8475.00,_7250.00,0.4563,0.3754,0.3081,,0.2636
Jeep,Wrangler (2011-),USA,2Dr SUV 2.8 CRD DPF 197 EU5 Overland Auto5,2,2.8,31160,_14225.00,_11625.00,_9475.00,_8025.00,0.4565,0.3731,0.3041,,0.2575
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 2.0 CDTi ecoFLEX DPF SS 160 SRi VX Line Red 6Spd,5,2.0,27260,_12450.00,_10175.00,_8300.00,_7025.00,0.4567,0.3733,0.3045,,0.2577
BMW,i3 (2013-),Germany,5Dr Hatchback 0.0Electric 170 EU6 Lodge eDrive Auto,5,0.0,32180,_14700.00,_12100.00,_9925.00,_8475.00,0.4568,0.376,0.3084,,0.2634
Peugeot,Expert Tepee (2012-),France,5Dr MPV 2.0 HDi L1 FAP 163 EU5 Comfort 6Seat Auto6,5,2.0,28290,_12925.00,_10625.00,_8725.00,_7450.00,0.4569,0.3756,0.3084,,0.2633
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 2.0 CDTi ecoFLEX DPF SS 160 Elite Nav 6Spd,5,2.0,29155,_13325.00,_10900.00,_8900.00,_7525.00,0.457,0.3739,0.3053,,0.2581
Vauxhall,Insignia (2009-),Britain,4Dr Saloon 2.0 CDTi ecoFLEX DPF SS 160 Elite Nav 6Spd,4,2.0,29155,_13325.00,_10900.00,_8900.00,_7525.00,0.457,0.3739,0.3053,,0.2581
Vauxhall,Insignia (2009-),Britain,5Dr Sports Tourer 2.0 CDTi 160 SRi VX Line Nav Auto6,5,2.0,29590,_13525.00,_11075.00,_9025.00,_7650.00,0.4571,0.3743,0.305,,0.2585
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 2.0 CDTi 160 Elite Nav,5,2.0,28330,_12950.00,_10575.00,_8625.00,_7325.00,0.4571,0.3733,0.3044,,0.2586
Jeep,Wrangler (2011-),USA,4Dr SUV 2.8 CRD DPF 197 EU5 Polar Auto5,4,2.8,34000,_15550.00,_12700.00,_10375.00,_8800.00,0.4574,0.3735,0.3051,,0.2588
Vauxhall,Insignia (2009-),Britain,4Dr Saloon 2.0 CDTi ecoFLEX DPF SS 160 Exclusiv Nav 6Spd,4,2.0,23655,_10825.00,_8850.00,_7225.00,_6125.00,0.4576,0.3741,0.3054,,0.2589
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 2.0 CDTi ecoFLEX DPF SS 130 SE Nav 6Spd,5,2.0,26220,_12000.00,_9825.00,_8000.00,_6775.00,0.4577,0.3747,0.3051,,0.2584
Vauxhall,Insignia (2009-),Britain,4Dr Saloon 2.0 CDTi ecoFLEX DPF SS 130 SE Nav 6Spd,4,2.0,26220,_12000.00,_9825.00,_8000.00,_6775.00,0.4577,0.3747,0.3051,,0.2584
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 2.0 CDTi ecoFLEX DPF SS 160 SRi VX line Nav 6Spd,5,2.0,27365,_12525.00,_10225.00,_8350.00,_7075.00,0.4577,0.3737,0.3051,,0.2585
Jeep,Wrangler (2011-),USA,4Dr SUV 2.8 CRD DPF 197 EU5 Overland Auto5,4,2.8,32830,_15025.00,_12275.00,_10000.00,_8475.00,0.4577,0.3739,0.3046,,0.2581
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 2.0 CDTi ecoFLEX DPF SS 130 SRi VX line Nav 6Spd,5,2.0,26755,_12250.00,_10025.00,_8175.00,_6925.00,0.4579,0.3747,0.3056,,0.2588
Vauxhall,Insignia (2009-),Britain,4Dr Saloon 2.0 CDTi ecoFLEX DPF SS 130 SRi VX Line Nav 6Spd,4,2.0,26755,_12250.00,_10025.00,_8175.00,_6925.00,0.4579,0.3747,0.3056,,0.2588
Vauxhall,Insignia (2009-),Britain,5Dr Hatchback 2.0 CDTi DPF SS 195 SRi 6Spd,5,2.0,27180,_12450.00,_10175.00,_8300.00,_7025.00,0.4581,0.3744,0.3054,,0.2585
Chevrolet,Orlando (2011-),USA,5Dr Estate 2.0 VCDi DPF 163 EU5 LTZ 7Seat Executive Pack Auto6,5,2.0,25645,_11750.00,_9675.00,_7950.00,_6800.00,0.4582,0.3773,0.31,,0.2652
